,index,Provider Id,Provider name,Hospital Ownership,Hospital overall rating,BEDS
943,6075360,160029,MERCY HOSPITAL,Voluntary(non-profit),5,271.0
944,6075361,160029,MERCY HOSPITAL,Voluntary(non-profit),5,438.0
945,6075362,160029,MERCY HOSPITAL,Voluntary(non-profit),5,234.0
946,6102264,160030,MARY GREELEY MEDICAL CENTER,Government,5,220.0
947,6108040,170146,PROVIDENCE MEDICAL CENTER,Voluntary(non-profit),5,400.0
948,6108041,170146,PROVIDENCE MEDICAL CENTER,Voluntary(non-profit),5,25.0
949,6117562,170185,SAINT LUKE'S SOUTH HOSPITAL,Voluntary(non-profit),5,110.0
950,6119498,180036,OUR LADY OF BELLEFONTE HOSPITAL,Voluntary(non-profit),2,190.0
951,6123594,180080,BAPTIST REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,273.0
952,6127194,180124,GREENVIEW REGIONAL HOSPITAL,Individual Business,2,211.0
953,6129130,180141,UNIVERSITY OF LOUISVILLE HOSPITAL,Voluntary(non-profit),1,404.0
954,6131434,200001,ST JOSEPH HOSPITAL,Voluntary(non-profit),3,208.0
955,6131435,200001,ST JOSEPH HOSPITAL,Voluntary(non-profit),3,51.0
956,6131436,200001,ST JOSEPH HOSPITAL,Voluntary(non-profit),3,182.0
957,6139237,200020,YORK HOSPITAL,Voluntary(non-profit),4,79.0
958,6139238,200020,YORK HOSPITAL,Voluntary(non-profit),4,572.0
959,6142765,200050,MAINE COAST MEMORIAL HOSPITAL,Voluntary(non-profit),5,64.0
960,6144061,200063,PENOBSCOT BAY MEDICAL CENTER,Voluntary(non-profit),3,109.0
961,6146086,210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,Voluntary(non-profit),1,800.0
962,6154367,210003,PRINCE GEORGES HOSPITAL CENTER,Voluntary(non-profit),1,233.0
963,6158856,210012,SINAI HOSPITAL OF BALTIMORE,Voluntary(non-profit),3,467.0
964,6167692,210040,NORTHWEST HOSPITAL CENTER,Voluntary(non-profit),3,253.0
965,6174581,210061,ATLANTIC GENERAL HOSPITAL,Voluntary(non-profit),3,45.0
966,6178062,220002,MOUNT AUBURN HOSPITAL,Voluntary(non-profit),4,213.0
967,6183538,220010,LAWRENCE GENERAL HOSPITAL,Voluntary(non-profit),3,189.0
968,6190099,220020,SAINT ANNE'S HOSPITAL,Individual Business,3,160.0
969,6193699,220024,HOLYOKE MEDICAL CENTER,Voluntary(non-profit),3,198.0
970,6197180,220029,ANNA JAQUES HOSPITAL,Voluntary(non-profit),4,123.0
971,6200901,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Voluntary(non-profit),2,197.0
972,6206526,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,125.0
973,6206527,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,375.0
974,6206528,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,281.0
975,6206529,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,441.0
976,6206530,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,454.0
977,6206531,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,25.0
978,6206532,220066,MERCY MEDICAL CENTER,Voluntary(non-profit),2,-999.0
979,6243829,220090,MILFORD REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,121.0
980,6248870,220105,WINCHESTER HOSPITAL,Voluntary(non-profit),5,200.0
981,6254646,220119,FAULKNER HOSPITAL,Voluntary(non-profit),5,150.0
982,6257895,230002,ST MARY MERCY HOSPITAL,Voluntary(non-profit),3,273.0
983,6266359,230024,SINAI-GRACE HOSPITAL,Individual Business,1,383.0
984,6273584,230053,HENRY FORD HOSPITAL,Voluntary(non-profit),1,877.0
985,6282420,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,Government,4,96.0
986,6284020,230059,SAINT MARY'S HEALTH CARE,Voluntary(non-profit),4,255.0
987,6290261,230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",Voluntary(non-profit),4,186.0
988,6292197,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,Individual Business,2,273.0
989,6297381,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,Voluntary(non-profit),2,191.0
990,6302857,240038,UNITED HOSPITAL,Voluntary(non-profit),4,546.0
991,6311506,240132,UNITY HOSPITAL,Voluntary(non-profit),4,275.0
992,6315862,250099,GREENWOOD LEFLORE HOSPITAL,Government,1,208.0
993,6320351,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,Government,3,242.0
994,6324447,260023,JEFFERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,471.0
995,6324448,260023,JEFFERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,373.0
996,6339239,280032,MARY LANNING MEMORIAL HOSPITAL,Voluntary(non-profit),4,161.0
997,6340760,310002,NEWARK BETH ISRAEL MEDICAL CENTER,Voluntary(non-profit),2,665.0
998,6347001,310005,HUNTERDON MEDICAL CENTER,Voluntary(non-profit),4,184.0
999,6351357,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,Voluntary(non-profit),3,338.0
1000,6358081,310016,CHRIST HOSPITAL,Voluntary(non-profit),2,621.0
1001,6362842,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,Voluntary(non-profit),2,251.0
1002,6367883,310027,TRINITAS REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,417.0
1003,6373812,310028,NEWTON MEMORIAL HOSPITAL,Voluntary(non-profit),4,146.0
1004,6378996,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,Voluntary(non-profit),3,221.0
1005,6381496,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,Voluntary(non-profit),1,169.0
1006,6385592,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,Voluntary(non-profit),2,126.0
1007,6388617,310112,BAYSHORE COMMUNITY HOSPITAL,Individual Business,3,211.0
1008,6394701,320002,ST VINCENT HOSPITAL,Voluntary(non-profit),3,903.0
1009,6400177,320005,SAN JUAN REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,194.0
1010,6406261,320006,EASTERN NEW MEXICO MEDICAL CENTER,Individual Business,2,162.0
1011,6408565,330006,ST JOSEPH'S MEDICAL CENTER,Voluntary(non-profit),1,194.0
1012,6411269,330014,JAMAICA HOSPITAL MEDICAL CENTER,Voluntary(non-profit),1,408.0
1013,6415365,330027,NASSAU UNIVERSITY MEDICAL CENTER,Government,1,530.0
1014,6418965,330043,SOUTHSIDE HOSPITAL,Voluntary(non-profit),2,321.0
1015,6426361,330045,HUNTINGTON HOSPITAL,Voluntary(non-profit),3,408.0
1016,6435010,330049,NORTHERN DUTCHESS HOSPITAL,Voluntary(non-profit),3,68.0
1017,6435635,330094,COLUMBIA MEMORIAL HOSPITAL,Voluntary(non-profit),2,192.0
1018,6435636,330094,COLUMBIA MEMORIAL HOSPITAL,Voluntary(non-profit),2,242.0
1019,6440437,330104,NYACK HOSPITAL,Voluntary(non-profit),2,375.0
1020,6446678,330107,PECONIC BAY MEDICAL CENTER,Voluntary(non-profit),2,140.0
1021,6451302,330127,JACOBI MEDICAL CENTER,Government,1,457.0
1022,6454218,330128,ELMHURST HOSPITAL CENTER,Government,1,551.0
1023,6457699,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,Voluntary(non-profit),2,306.0
1024,6464588,330157,SAMARITAN MEDICAL CENTER,Voluntary(non-profit),2,294.0
1025,6467504,330162,NORTHERN WESTCHESTER HOSPITAL,Voluntary(non-profit),3,145.0
1026,6471225,330180,SAMARITAN HOSPITAL,Voluntary(non-profit),2,212.0
1027,6473725,330181,GLEN COVE HOSPITAL,Voluntary(non-profit),2,247.0
1028,6477821,330193,FLUSHING HOSPITAL MEDICAL CENTER,Voluntary(non-profit),1,293.0
1029,6482046,330196,CONEY ISLAND HOSPITAL,Government,1,371.0
1030,6487087,330201,KINGSBROOK JEWISH MEDICAL CENTER,Voluntary(non-profit),1,303.0
1031,6490223,330202,KINGS COUNTY HOSPITAL CENTER,Government,1,639.0
1032,6492248,330204,BELLEVUE HOSPITAL CENTER,Government,1,912.0
1033,6494952,330218,OSWEGO HOSPITAL,Voluntary(non-profit),3,126.0
1034,6496716,330219,ERIE COUNTY MEDICAL CENTER,Voluntary(non-profit),3,550.0
1035,6499525,330221,WYCKOFF HEIGHTS MEDICAL CENTER,Voluntary(non-profit),1,324.0
1036,6503125,330231,QUEENS HOSPITAL CENTER,Government,1,247.0
1037,6504974,330233,BROOKDALE HOSPITAL MEDICAL CENTER,Voluntary(non-profit),1,530.0
1038,6507890,330235,AUBURN COMMUNITY HOSPITAL,Voluntary(non-profit),1,99.0
1039,6510915,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,125.0
1040,6510916,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,375.0
1041,6510917,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,281.0
1042,6510918,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,441.0
1043,6510919,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,454.0
1044,6510920,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,25.0
1045,6510921,330259,MERCY MEDICAL CENTER,Voluntary(non-profit),1,-999.0
1046,6544242,330273,PUTNAM HOSPITAL CENTER,Voluntary(non-profit),3,164.0
1047,6547606,330277,CORNING HOSPITAL,Voluntary(non-profit),4,65.0
1048,6549631,330279,MERCY HOSPITAL,Voluntary(non-profit),1,473.0
1049,6549632,330279,MERCY HOSPITAL,Voluntary(non-profit),1,230.0
1050,6549633,330279,MERCY HOSPITAL,Voluntary(non-profit),1,21.0
1051,6549634,330279,MERCY HOSPITAL,Voluntary(non-profit),1,25.0
1052,6549635,330279,MERCY HOSPITAL,Voluntary(non-profit),1,271.0
1053,6549636,330279,MERCY HOSPITAL,Voluntary(non-profit),1,438.0
1054,6549637,330279,MERCY HOSPITAL,Voluntary(non-profit),1,234.0
1055,6587963,330331,PLAINVIEW HOSPITAL,Voluntary(non-profit),2,219.0
1056,6594687,330332,ST JOSEPH HOSPITAL,Voluntary(non-profit),2,208.0
1057,6594688,330332,ST JOSEPH HOSPITAL,Voluntary(non-profit),2,51.0
1058,6594689,330332,ST JOSEPH HOSPITAL,Voluntary(non-profit),2,182.0
1059,6608154,330340,SOUTHAMPTON HOSPITAL,Voluntary(non-profit),2,125.0
1060,6610755,330397,INTERFAITH MEDICAL CENTER,Voluntary(non-profit),1,287.0
1061,6611844,340010,WAYNE MEMORIAL HOSPITAL,Voluntary(non-profit),2,88.0
1062,6611845,340010,WAYNE MEMORIAL HOSPITAL,Voluntary(non-profit),2,112.0
1063,6611846,340010,WAYNE MEMORIAL HOSPITAL,Voluntary(non-profit),2,316.0
1064,6632511,340020,CENTRAL CAROLINA HOSPITAL,Voluntary(non-profit),2,127.0
1065,6636607,340021,CLEVELAND REGIONAL MEDICAL CENTER,Government,3,107.0
1066,6642383,340042,ONSLOW MEMORIAL HOSPITAL,Government,2,162.0
1067,6645747,340090,JOHNSTON MEMORIAL HOSPITAL,Government,4,135.0
1068,6645748,340090,JOHNSTON MEMORIAL HOSPITAL,Government,4,116.0
1069,6656115,340126,WILSON MEDICAL CENTER,Voluntary(non-profit),2,15.0
1070,6656116,340126,WILSON MEDICAL CENTER,Voluntary(non-profit),2,317.0
1071,6667365,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,Individual Business,2,105.0
1072,6670501,340130,CAROLINAS MEDICAL CENTER-UNION,Government,2,227.0
1073,6675401,340147,NASH GENERAL HOSPITAL,Government,1,353.0
1074,6682970,360055,TRUMBULL MEMORIAL HOSPITAL,Individual Business,3,346.0
1075,6688011,360065,FISHER-TITUS HOSPITAL,Voluntary(non-profit),4,114.0
1076,6689860,360082,EUCLID HOSPITAL,Voluntary(non-profit),4,371.0
1077,6692360,360090,ST LUKE'S HOSPITAL,Voluntary(non-profit),4,315.0
1078,6692361,360090,ST LUKE'S HOSPITAL,Voluntary(non-profit),4,15.0
1079,6705160,360123,ST JOHN MEDICAL CENTER,Voluntary(non-profit),5,204.0
1080,6712904,360143,MARYMOUNT HOSPITAL,Voluntary(non-profit),4,315.0
1081,6718233,360144,SOUTH POINTE HOSPITAL,Voluntary(non-profit),5,344.0
1082,6722994,360174,UPPER VALLEY MEDICAL CENTER,Voluntary(non-profit),3,193.0
1083,6726838,360276,ST ELIZABETH BOARDMAN HEALTH CENTER,Voluntary(non-profit),2,246.0
1084,6731599,370097,SOUTHWESTERN MEDICAL CENTER,Individual Business,1,199.0
1085,6732328,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,Voluntary(non-profit),4,352.0
1086,6738412,380009,OHSU HOSPITAL AND CLINICS,Voluntary(non-profit),4,522.0
1087,6743173,390002,UPMC MCKEESPORT,Voluntary(non-profit),4,212.0
1088,6747269,390004,HOLY SPIRIT HOSPITAL,Voluntary(non-profit),4,319.0
1089,6754494,390026,CHESTNUT HILL HOSPITAL,Individual Business,1,135.0
1090,6758338,390027,TEMPLE UNIVERSITY HOSPITAL,Voluntary(non-profit),2,728.0
1091,6763522,390028,UPMC MERCY,Voluntary(non-profit),2,495.0
1092,6768563,390036,HERITAGE VALLEY BEAVER,Voluntary(non-profit),3,361.0
1093,6773604,390066,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),3,657.0
1094,6773605,390066,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),3,491.0
1095,6773606,390066,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),3,271.0
1096,6773607,390066,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),3,191.0
1097,6793204,390076,BRANDYWINE HOSPITAL,Individual Business,2,234.0
1098,6797300,390079,ROBERT PACKER HOSPITAL,Voluntary(non-profit),3,238.0
1099,6804356,390080,JEANES HOSPITAL,Voluntary(non-profit),3,176.0
1100,6807720,390102,UPMC ST MARGARET,Voluntary(non-profit),4,249.0
1101,6812904,390107,UPMC PASSAVANT,Voluntary(non-profit),4,412.0
1102,6820473,390119,MOSES TAYLOR HOSPITAL,Individual Business,1,217.0
1103,6824317,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,Individual Business,1,224.0
1104,6829358,390142,ALBERT EINSTEIN MEDICAL CENTER,Voluntary(non-profit),1,772.0
1105,6836754,390147,MONONGAHELA VALLEY HOSPITAL,Voluntary(non-profit),4,210.0
1106,6839254,390156,MERCY FITZGERALD HOSPITAL,Voluntary(non-profit),1,213.0
1107,6845815,390163,ACMH HOSPITAL,Voluntary(non-profit),3,155.0
1108,6846904,390178,UPMC HORIZON,Voluntary(non-profit),3,171.0
1109,6849505,390204,NAZARETH HOSPITAL,Voluntary(non-profit),2,205.0
1110,6854266,390211,SHARON REGIONAL HEALTH SYSTEM,Individual Business,3,251.0
1111,6858622,390219,EXCELA HEALTH LATROBE HOSPITAL,Voluntary(non-profit),4,188.0
1112,6860303,390228,ST CLAIR MEMORIAL HOSPITAL,Voluntary(non-profit),4,328.0
1113,6866079,390233,HANOVER HOSPITAL,Voluntary(non-profit),3,25.0
1114,6866080,390233,HANOVER HOSPITAL,Voluntary(non-profit),3,106.0
1115,6869951,390290,HAHNEMANN UNIVERSITY HOSPITAL,Individual Business,1,496.0
1116,6876035,440083,JAMESTOWN REGIONAL MEDICAL CENTER,Individual Business,4,25.0
1117,6876819,440183,ST FRANCIS HOSPITAL,Individual Business,2,25.0
1118,6876821,440183,ST FRANCIS HOSPITAL,Individual Business,2,123.0
1119,6876822,440183,ST FRANCIS HOSPITAL,Individual Business,2,376.0
1120,6901783,450021,BAYLOR UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),3,940.0
1121,6909883,450097,BAYSHORE MEDICAL CENTER,Individual Business,2,350.0
1122,6916939,450107,LAS PALMAS MEDICAL CENTER,Individual Business,2,287.0
1123,6925588,450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,Voluntary(non-profit),2,403.0
1124,6927352,450128,KNAPP MEDICAL CENTER,Voluntary(non-profit),4,226.0
1125,6932393,450203,WEATHERFORD REGIONAL MEDICAL CENTER,Individual Business,4,99.0
1126,6934794,450389,EAST TEXAS MEDICAL CENTER ATHENS,Voluntary(non-profit),3,117.0
1127,6938275,450508,MEMORIAL HOSPITAL,Government,3,112.0
1128,6938276,450508,MEMORIAL HOSPITAL,Government,3,25.0
1129,6938277,450508,MEMORIAL HOSPITAL,Government,3,67.0
1130,6938279,450508,MEMORIAL HOSPITAL,Government,3,-999.0
1131,6938280,450508,MEMORIAL HOSPITAL,Government,3,24.0
1132,6938281,450508,MEMORIAL HOSPITAL,Government,3,345.0
1133,6938283,450508,MEMORIAL HOSPITAL,Government,3,83.0
1134,6938284,450508,MEMORIAL HOSPITAL,Government,3,100.0
1135,6938285,450508,MEMORIAL HOSPITAL,Government,3,14.0
1136,6971550,450587,BROWNWOOD REGIONAL MEDICAL CENTER,Individual Business,2,194.0
1137,6974254,450675,MEDICAL CENTER OF ARLINGTON,Individual Business,3,342.0
1138,6979438,450723,METHODIST CHARLTON MEDICAL CENTER,Voluntary(non-profit),3,317.0
1139,6985214,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,Voluntary(non-profit),4,255.0
1140,6989975,450754,HAMILTON GENERAL HOSPITAL,Government,5,42.0
1141,6990875,450809,NORTH AUSTIN MEDICAL CENTER,Individual Business,4,378.0
1142,6997931,490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,Voluntary(non-profit),4,143.0
1143,6999695,490043,INOVA LOUDOUN HOSPITAL,Voluntary(non-profit),4,183.0
1144,7004595,490046,SENTARA LEIGH HOSPITAL,Voluntary(non-profit),5,250.0
1145,7011651,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,Individual Business,2,300.0
1146,7018707,500064,HARBORVIEW MEDICAL CENTER,Government,3,413.0
1147,7023468,500108,ST JOSEPH MEDICAL CENTER,Voluntary(non-profit),3,-999.0
1148,7031749,510001,WEST VIRGINIA UNIVERSITY HOSPITALS,Voluntary(non-profit),2,645.0
1149,7039670,510012,PLEASANT VALLEY HOSPITAL,Voluntary(non-profit),3,201.0
1150,7040454,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,Voluntary(non-profit),2,314.0
1151,7047343,520139,AURORA WEST ALLIS MEDICAL CENTER,Voluntary(non-profit),5,350.0
1152,7053119,520177,FROEDTERT MEM LUTHERAN HSPTL,Voluntary(non-profit),4,596.0
1153,7061400,670055,METHODIST STONE OAK HOSPITAL,Voluntary(non-profit),4,140.0
1154,7064764,10019,HELEN KELLER MEMORIAL HOSPITAL,Government,3,166.0
1155,7068608,10045,FAYETTE MEDICAL CENTER,Voluntary(non-profit),4,61.0
1156,7068969,10059,LAWRENCE MEDICAL CENTER,Government,4,98.0
1157,7069410,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",Government,3,310.0
1158,7072435,10144,SPRINGHILL MEDICAL CENTER,Individual Business,2,35.0
1159,7075351,10149,BAPTIST MEDICAL CENTER EAST,Government,4,150.0
1160,7078055,20012,FAIRBANKS MEMORIAL HOSPITAL,Voluntary(non-profit),4,217.0
1161,7078896,30085,NORTHWEST MEDICAL CENTER,Individual Business,2,222.0
1162,7078897,30085,NORTHWEST MEDICAL CENTER,Individual Business,2,35.0
1163,7078898,30085,NORTHWEST MEDICAL CENTER,Individual Business,2,215.0
1164,7078899,30085,NORTHWEST MEDICAL CENTER,Individual Business,2,71.0
1165,7103860,30115,BANNER ESTRELLA MEDICAL CENTER,Voluntary(non-profit),4,214.0
1166,7107956,30119,MERCY GILBERT MEDICAL CENTER,Voluntary(non-profit),5,212.0
1167,7112717,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",Individual Business,2,172.0
1168,7116686,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,174.0
1169,7118055,50024,PARADISE VALLEY HOSPITAL,Individual Business,3,227.0
1170,7120171,50038,SANTA CLARA VALLEY MEDICAL CENTER,Government,3,574.0
1171,7122772,50045,EL CENTRO REGIONAL MEDICAL CENTER,Government,2,161.0
1172,7125797,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Individual Business,2,434.0
1173,7130153,50099,SAN ANTONIO COMMUNITY HOSPITAL,Voluntary(non-profit),3,271.0
1174,7135337,50101,SUTTER SOLANO MEDICAL CENTER,Voluntary(non-profit),2,102.0
1175,7136562,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Voluntary(non-profit),1,193.0
1176,7137858,50104,SAINT FRANCIS MEDICAL CENTER,Voluntary(non-profit),2,289.0
1177,7137859,50104,SAINT FRANCIS MEDICAL CENTER,Voluntary(non-profit),2,631.0
1178,7137860,50104,SAINT FRANCIS MEDICAL CENTER,Voluntary(non-profit),2,238.0
1179,7145661,50126,VALLEY PRESBYTERIAN HOSPITAL,Voluntary(non-profit),1,350.0
1180,7149505,50132,SAN GABRIEL VALLEY MEDICAL CENTER,Individual Business,4,273.0
1181,7152209,50150,SIERRA NEVADA MEMORIAL HOSPITAL,Voluntary(non-profit),3,104.0
1182,7155125,50153,O'CONNOR HOSPITAL,Voluntary(non-profit),2,23.0
1183,7155126,50153,O'CONNOR HOSPITAL,Voluntary(non-profit),2,358.0
1184,7165783,50195,WASHINGTON HOSPITAL,Government,4,274.0
1185,7172183,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,223.0
1186,7176944,50228,SAN FRANCISCO GENERAL HOSPITAL,Government,1,375.0
1187,7179248,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,Voluntary(non-profit),2,437.0
1188,7183217,50245,ARROWHEAD REGIONAL MEDICAL CENTER,Government,2,456.0
1189,7184586,50272,REDLANDS COMMUNITY HOSPITAL,Government,3,229.0
1190,7186267,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,Voluntary(non-profit),2,377.0
1191,7191308,50283,VALLEYCARE MEDICAL CENTER,Voluntary(non-profit),3,167.0
1192,7193808,50289,SETON MEDICAL CENTER,Voluntary(non-profit),4,357.0
1193,7198033,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Government,1,362.0
1194,7198933,50313,SUTTER TRACY COMMUNITY HOSPITAL,Voluntary(non-profit),4,81.0
1195,7200022,50350,BEVERLY HOSPITAL,Voluntary(non-profit),4,224.0
1196,7202726,50359,TULARE REGIONAL MEDICAL CENTER,Government,1,112.0
1197,7204095,50426,WEST ANAHEIM MEDICAL CENTER,Individual Business,3,219.0
1198,7206904,50457,ST MARY'S MEDICAL CENTER,Voluntary(non-profit),3,393.0
1199,7206905,50457,ST MARY'S MEDICAL CENTER,Voluntary(non-profit),3,464.0
1200,7211512,50468,MEMORIAL HOSPITAL OF GARDENA,Individual Business,1,172.0
1201,7212808,50471,GOOD SAMARITAN HOSPITAL,Individual Business,2,657.0
1202,7212809,50471,GOOD SAMARITAN HOSPITAL,Individual Business,2,491.0
1203,7212810,50471,GOOD SAMARITAN HOSPITAL,Individual Business,2,271.0
1204,7212811,50471,GOOD SAMARITAN HOSPITAL,Individual Business,2,191.0
1205,7233544,50498,SUTTER AUBURN FAITH HOSPITAL,Voluntary(non-profit),4,64.0
1206,7235225,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Voluntary(non-profit),2,194.0
1207,7238361,50581,LAKEWOOD REGIONAL MEDICAL CENTER,Individual Business,2,172.0
1208,7241386,50586,CHINO VALLEY MEDICAL CENTER,Individual Business,5,126.0
1209,7242410,50588,SAN DIMAS COMMUNITY HOSPITAL,Individual Business,4,101.0
1210,7243139,50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Voluntary(non-profit),4,238.0
1211,7246860,50636,POMERADO HOSPITAL,Government,3,236.0
1212,7249461,50663,LOS ANGELES COMMUNITY HOSPITAL,Individual Business,3,130.0
1213,7252270,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,Individual Business,2,218.0
1214,7254671,50696,KECK HOSPITAL OF USC,Voluntary(non-profit),3,401.0
1215,7255896,50709,DESERT VALLEY HOSPITAL,Individual Business,3,148.0
1216,7258297,50724,BAKERSFIELD HEART HOSPITAL,Individual Business,2,47.0
1217,7260898,50737,GARFIELD MEDICAL CENTER,Individual Business,4,210.0
1218,7264619,50739,CENTINELA HOSPITAL MEDICAL CENTER,Individual Business,4,369.0
1219,7270548,50740,MARINA DEL REY HOSPITAL,Individual Business,3,145.0
1220,7271773,50742,OLYMPIA MEDICAL CENTER,Individual Business,2,204.0
1221,7276129,50755,SHERMAN OAKS HOSPITAL,Voluntary(non-profit),3,153.0
1222,7278730,60027,BOULDER COMMUNITY HOSPITAL,Voluntary(non-profit),3,178.0
1223,7281755,60032,ROSE MEDICAL CENTER,Individual Business,5,262.0
1224,7285851,70005,WATERBURY HOSPITAL,Voluntary(non-profit),1,357.0
1225,7292251,70011,CHARLOTTE HUNGERFORD HOSPITAL,Voluntary(non-profit),1,109.0
1226,7295851,70027,MANCHESTER MEMORIAL HOSPITAL,Voluntary(non-profit),1,249.0
1227,7299332,80003,ST FRANCIS HOSPITAL,Voluntary(non-profit),4,25.0
1228,7299334,80003,ST FRANCIS HOSPITAL,Voluntary(non-profit),4,123.0
1229,7299335,80003,ST FRANCIS HOSPITAL,Voluntary(non-profit),4,376.0
1230,7312328,90003,HOWARD UNIVERSITY HOSPITAL,Voluntary(non-profit),1,264.0
1231,7315464,100053,HIALEAH HOSPITAL,Individual Business,1,378.0
1232,7318713,100125,HOMESTEAD HOSPITAL,Voluntary(non-profit),2,142.0
1233,7320829,100126,PALMS OF PASADENA HOSPITAL,Individual Business,1,307.0
1234,7323533,100142,JACKSON HOSPITAL,Government,2,62.0
1235,7324902,100167,PLANTATION GENERAL HOSPITAL,Individual Business,3,264.0
1236,7328151,100177,CAPE CANAVERAL HOSPITAL,Voluntary(non-profit),4,145.0
1237,7330960,100181,LARKIN COMMUNITY HOSPITAL,Individual Business,2,146.0
1238,7332185,100189,NORTHWEST MEDICAL CENTER,Individual Business,2,222.0
1239,7332186,100189,NORTHWEST MEDICAL CENTER,Individual Business,2,35.0
1240,7332187,100189,NORTHWEST MEDICAL CENTER,Individual Business,2,215.0
1241,7332188,100189,NORTHWEST MEDICAL CENTER,Individual Business,2,71.0
1242,7352349,100252,RAULERSON HOSPITAL,Individual Business,2,100.0
1243,7354113,100288,ST MARY'S MEDICAL CENTER,Individual Business,2,393.0
1244,7354114,100288,ST MARY'S MEDICAL CENTER,Individual Business,2,464.0
1245,7355795,110006,ST MARY'S HOSPITAL,Voluntary(non-profit),3,196.0
1246,7358931,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,Government,2,300.0
1247,7365820,110105,COLQUITT REGIONAL MEDICAL CENTER,Government,2,99.0
1248,7366909,110161,NORTHSIDE HOSPITAL,Voluntary(non-profit),3,571.0
1249,7366910,110161,NORTHSIDE HOSPITAL,Voluntary(non-profit),3,227.0
1250,7371711,110184,WELLSTAR DOUGLAS HOSPITAL,Voluntary(non-profit),4,102.0
1251,7375432,120002,MAUI MEMORIAL MEDICAL CENTER,Government,3,213.0
1252,7377196,120005,HILO MEDICAL CENTER,Government,4,276.0
1253,7378796,120006,CASTLE MEDICAL CENTER,Voluntary(non-profit),5,160.0
1254,7380317,120007,KUAKINI MEDICAL CENTER,Voluntary(non-profit),3,94.0
1255,7381998,120011,KAISER FOUNDATION HOSPITAL,Voluntary(non-profit),4,235.0
1256,7382079,120026,PALI MOMI MEDICAL CENTER,Individual Business,4,126.0
1257,7384579,140011,HERRIN HOSPITAL,Voluntary(non-profit),3,114.0
