,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Hospital Referral Region Description,Provider Zip Code, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,Latitude,Longitude
2231,390008,ELLWOOD CITY HOSPITAL,724 PERSHING STREET,ELLWOOD CITY,PA,PA - Pittsburgh,16117.0,27.0,7472.210000000001,4661.842000000001,3877.8759999999993,40.8695461,-80.2754801
2232,390009,SAINT VINCENT HEALTH CENTER,232 WEST 25TH STREET,ERIE,PA,PA - Erie,16544.0,70.2,24940.248,5450.408,4589.3820000000005,42.111813,-80.0796475
2233,390012,LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,PA - Philadelphia,19446.0,66.2,26030.865999999998,4892.752,3930.906,40.2504115,-75.2714216
2234,390016,JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE,NEW CASTLE,PA,OH - Youngstown,16105.0,54.0,9058.712,5270.0419999999995,4366.504,41.01340099999999,-80.3536706
2235,390019,PALMERTON HOSPITAL,135 LAFAYETTE AVENUE,PALMERTON,PA,PA - Allentown,18071.0,31.2,10919.432,4547.568,3715.082,40.8030936,-75.61491099999999
2236,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,PA - Philadelphia,19118.0,68.8,43248.466,5442.682,4634.7660000000005,40.0795094,-75.2125022
2237,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,PA - Philadelphia,19140.0,67.2,71638.612,10374.258,9352.358000000002,40.0054237,-75.15071979999999
2238,390028,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,PA - Pittsburgh,15219.0,58.0,17968.158000000003,7396.976,6365.974,40.4362085,-79.98562070000001
2239,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,420 SOUTH JACKSON STREET,POTTSVILLE,PA,PA - Reading,17901.0,71.0,10072.15,5183.732000000001,4318.451999999999,40.6837611,-76.1882454
2240,390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,PA - Reading,17901.0,68.0,11006.292000000001,4382.878000000001,3551.014,40.6907836,-76.18842649999999
2241,390032,ALLE KISKI MEDICAL CENTER,1301 CARLISLE ST,NATRONA,PA,PA - Pittsburgh,15065.0,47.4,12949.794000000002,4713.512000000001,3860.0260000000003,40.618767,-79.73692100000001
2242,390035,ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,PA,PA - Allentown,18951.0,28.8,33656.912,5038.984,3931.554,40.4384996,-75.3489542
2243,390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,PA,PA - Pittsburgh,15009.0,74.6,9283.952000000001,4938.976000000001,3986.8700000000003,40.7121297,-80.3210184
2244,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,PA - Pittsburgh,15143.0,34.8,8940.006,4582.9220000000005,3726.3979999999997,40.542729,-80.1780136
2245,390039,SOMERSET HOSPITAL,225 SOUTH CENTER AVENUE,SOMERSET,PA,PA - Johnstown,15501.0,18.2,14981.878,4687.306,3734.918,40.0071173,-79.07774549999999
2246,390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,PA - Pittsburgh,15401.0,72.8,7367.1720000000005,4849.7,3871.888,39.90179699999999,-79.738542
2247,390042,"WASHINGTON HOSPITAL, THE",155 WILSON AVENUE,WASHINGTON,PA,PA - Pittsburgh,15301.0,79.0,10852.348000000002,5311.604,4376.508,40.1831171,-80.246246
2248,390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,32-36 CENTRAL AVENUE,WELLSBORO,PA,PA - Sayre,16901.0,33.6,13772.420000000002,5839.264,5015.56,41.745076,-77.300431
2249,390044,READING HOSPITAL MEDICAL CENTER,SIXTH AVENUE AND SPRUCE ST,READING,PA,PA - Reading,19603.0,162.0,20080.629999999997,6333.861999999999,5103.282000000001,40.3324111,-75.9499963
2250,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,PA - Danville,17701.0,68.0,15257.732,5202.611999999999,4258.61,41.2466939,-77.01511860000001
2251,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,PA - York,17403.0,182.0,11008.385999999999,6367.882,5188.11,39.9448346,-76.7174633
2252,390048,LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,PA - Harrisburg,17044.0,64.0,11019.369999999999,5136.686,4293.472,40.6180245,-77.5669123
2253,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,PA - Allentown,18015.0,259.2,31056.892000000003,5920.15,4929.272,40.6097495,-75.392904
2254,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,PA - Pittsburgh,15212.0,57.6,20986.901999999995,6853.410000000001,5972.032,40.45659879999999,-80.00282419999999
2255,390052,CLEARFIELD HOSPITAL,809 TURNPIKE AVE,CLEARFIELD,PA,PA - Altoona,16830.0,51.0,9470.978,4583.728,3808.292,41.033007,-78.449147
2256,390056,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,PA - Altoona,16652.0,34.8,12152.470000000001,5085.786,4216.116,40.49307,-78.014318
2257,390057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,PA - Allentown,18960.0,63.6,24330.682,5297.298,3877.1420000000007,40.363583,-75.32621400000001
2258,390058,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,CARLISLE,PA,PA - Harrisburg,17015.0,52.2,19809.504,4523.924,3588.5399999999995,40.1834338,-77.22310329999999
2259,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,PA,PA - Lancaster,17604.0,21.2,23096.652000000002,4941.418,3928.6659999999997,40.0410767,-76.3215116
2260,390062,NASON HOSPITAL,105 NASON DRIVE,ROARING SPRING,PA,PA - Altoona,16673.0,21.5,7031.49,5370.2575,4545.6475,40.3378366,-78.3889305
2261,390063,UPMC HAMOT,201 STATE STREET,ERIE,PA,PA - Erie,16550.0,64.8,28735.194,6107.464000000001,3861.1039999999994,42.1337469,-80.0864941
2262,390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,PA - Harrisburg,17325.0,54.4,11523.444,5177.954000000001,4021.6880000000006,39.8250181,-77.234498
2263,390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,PA,PA - Harrisburg,17042.0,82.8,16788.376,4933.0160000000005,3908.3959999999997,40.3371439,-76.41749860000002
2264,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,PA - Harrisburg,17105.0,111.0,13806.502000000002,6290.776,5190.596,40.256827,-76.8757894
2265,390068,HEART OF LANCASTER REGIONAL MEDICAL CENTER,1500 HIGHLANDS DRIVE,LITITZ,PA,PA - Lancaster,17543.0,25.75,18760.47,5178.9625,4198.4725,40.1316757,-76.3103205
2266,390070,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,PA - Philadelphia,19007.0,45.4,44102.492,5267.224,4385.338,40.1052731,-74.8673542
2267,390071,LOCK HAVEN HOSPITAL,24 CREE DRIVE,LOCK HAVEN,PA,PA - Danville,17745.0,20.666666666666668,26069.960000000003,5648.47,4798.44,41.13189,-77.47022199999999
2268,390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,PA - Danville,18603.0,37.0,28342.197999999997,4713.932000000001,3886.8720000000003,41.071132,-76.23177199999999
2269,390073,ALTOONA REGIONAL HEALTH SYSTEM,620 HOWARD AVENUE,ALTOONA,PA,PA - Altoona,16601.0,78.6,13860.529999999999,4780.384,3803.436,40.5214827,-78.3988004
2270,390076,BRANDYWINE HOSPITAL,201 REESEVILLE ROAD,COATESVILLE,PA,PA - Lancaster,19320.0,72.2,34133.174000000006,5152.276,4222.300000000001,40.0097958,-75.7861456
2271,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,PA - Sayre,18840.0,76.0,15927.978000000003,5771.882,4853.276,41.9803903,-76.5199915
2272,390080,JEANES HOSPITAL,7600 CENTRAL AVE,PHILADELPHIA,PA,PA - Philadelphia,19111.0,59.6,50850.64,5494.168,4557.755999999999,40.0705077,-75.08782839999999
2273,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,PA - Philadelphia,19026.0,70.0,79840.63799999999,6189.214000000001,5392.234,39.9546974,-75.283626
2274,390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,PA - Danville,17801.0,38.333333333333336,21068.206666666665,5335.036666666667,4694.66,40.862052,-76.77845099999999
2275,390086,DUBOIS REGIONAL MEDICAL CENTER,100 HOSPITAL AVENUE,DUBOIS,PA,PA - Pittsburgh,15801.0,34.8,9413.578,4911.196,4015.142,41.11492000000001,-78.7751509
2276,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,PA - Erie,16346.0,58.4,10727.146,4418.969999999999,3602.1200000000003,41.3615755,-79.70004759999999
2277,390093,CLARION HOSPITAL,271 PERKINS ROAD,CLARION,PA,PA - Pittsburgh,16214.0,36.8,7460.342,5117.666,4189.9619999999995,41.1897645,-79.3993613
2278,390095,MARIAN COMMUNITY HOSPITAL,100 LINCOLN AVENUE,CARBONDALE,PA,PA - Scranton,18407.0,33.6,10231.158,4549.728,3789.8940000000002,41.572348,-75.49675599999999
2279,390096,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,READING,PA,PA - Reading,19605.0,47.6,16177.809999999998,5721.77,4749.748,40.3754757,-75.9787583
2280,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,PA - Philadelphia,19046.0,96.0,43671.978,5349.38,4450.539999999999,40.1097889,-75.08242489999999
2281,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,PA - Lancaster,17604.0,166.4,18955.786,5150.588000000001,4099.58,40.047027,-76.3040232
2282,390101,MEMORIAL HOSPITAL YORK,325 SOUTH BELMONT STREET,YORK,PA,PA - York,17403.0,34.4,11935.048,5683.048,4524.77,39.9671485,-76.6927025
2283,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,PA - Pittsburgh,15215.0,76.8,19335.6,6075.28,4929.273999999999,40.4891376,-79.8961109
2284,390104,KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,PA - Erie,16735.0,30.25,11934.7975,5736.3675,4975.9775,41.671959,-78.8170675
2285,390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,PA - Pittsburgh,15237.0,69.8,21047.091999999997,4386.424,3259.5600000000004,40.5733191,-80.01452549999999
2286,390108,MONTGOMERY HOSPITAL,POWELL & FORNANCE STREETS,NORRISTOWN,PA,PA - Philadelphia,19401.0,35.0,43823.496,5917.17,4973.812,40.1245311,-75.33533489999999
2287,390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET,JOHNSTOWN,PA,PA - Johnstown,15905.0,110.6,12465.876,5594.364,4803.58,40.3055274,-78.91912839999999
2288,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,PA - Philadelphia,19104.0,97.0,42465.442,8618.478,7594.408,39.9504425,-75.1925902
2289,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,PA - Erie,16335.0,46.2,13475.022,5123.3,4255.396,41.6415637,-80.1457368
2290,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,PA - Pittsburgh,15213.0,23.0,22786.484000000004,6847.13,5789.498000000001,40.4368286,-79.96068799999999
2291,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,PA - Philadelphia,19114.0,154.0,35151.254,6370.18,5420.808,40.0716695,-74.9832205
2292,390116,MERCY SUBURBAN HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,PA - Philadelphia,19401.0,39.0,35635.682,6800.728,5827.611999999999,40.1396498,-75.3149222
2293,390117,UPMC BEDFORD,10455 LINCOLN HIGHWAY,EVERETT,PA,PA - Altoona,15537.0,17.5,8261.4375,4910.495,4066.3475000000003,40.0254391,-78.432828
2294,390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,PA - Erie,16701.0,22.0,7854.936,4686.752,3712.012,41.9609342,-78.6594003
2295,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,PA - Scranton,18510.0,75.0,22302.523999999998,5353.354,4472.724,41.4105157,-75.6506849
2296,390122,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,PA - Erie,16354.0,26.0,6388.948,6515.954,5742.566000000001,41.633664,-79.6798539
2297,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,PA - Reading,19464.0,101.4,38301.322,4982.45,4038.2539999999995,40.2440176,-75.61360839999999
2298,390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,PA - Scranton,18431.0,42.5,11445.482499999998,5452.297500000001,4491.6975,41.5767454,-75.26012
2299,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,PA - Philadelphia,19460.0,64.2,43972.652,5204.614,4094.53,40.1236543,-75.5154434
2300,390130,MINERS MEDICAL CENTER,290 HAIDA AVENUE,HASTINGS,PA,PA - Johnstown,16646.0,17.0,12387.613333333333,5232.22,4396.2699999999995,40.6578914,-78.7052046
2301,390132,ST JOSEPH'S HOSPITAL,1600 WEST GIRARD AVENUE,PHILADELPHIA,PA,PA - Philadelphia,19130.0,25.4,27652.458000000002,8074.609999999999,7109.798,39.9715157,-75.1632025
2302,390133,LEHIGH VALLEY HOSPITAL,PO BOX 689,ALLENTOWN,PA,PA - Allentown,18105.0,259.0,27532.340000000004,6175.814,5202.446,40.5668253,-75.52392789999999
2303,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,PA - Wilkes-Barre,18764.0,185.0,23990.666,4986.2660000000005,3996.2740000000003,41.2583955,-75.8670118
2304,390138,WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,PA - Harrisburg,17268.0,37.8,15389.364000000001,5950.996000000001,4938.474,39.7517574,-77.5683004
2305,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,PA - Philadelphia,19010.0,157.4,37593.916,5642.556,4308.784000000001,40.018943,-75.321364
2306,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,PA - Philadelphia,19141.0,122.0,32850.286,10599.094000000001,9596.862,40.0367216,-75.14318229999999
2307,390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,PA - Pittsburgh,15601.0,91.8,13469.87,4617.710000000001,3576.068,40.3006156,-79.55478769999999
2308,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,PA - Erie,16365.0,31.0,13795.728,5519.494000000001,4769.478,41.8431944,-79.1553824
2309,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,PA - Pittsburgh,15063.0,43.4,12777.558,4258.04,3448.022,40.1815373,-79.9112996
2310,390150,SOUTHWEST REGIONAL MEDICAL CENTER,350 BONAR AVENUE,WAYNESBURG,PA,WV - Morgantown,15370.0,28.8,9193.99,5604.994000000001,4874.886,39.9005975,-80.1731205
2311,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,PA - Harrisburg,17201.0,117.0,15664.723999999998,5164.5199999999995,4049.278,39.9341507,-77.6462744
2312,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,PA - Philadelphia,19301.0,106.2,39478.846,5250.258,4035.8199999999997,40.0444805,-75.50224349999999
2313,390154,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,PA - Erie,15857.0,51.6,9609.02,4202.222,3457.744,41.4325356,-78.58202109999999
2314,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,PA - Philadelphia,19023.0,98.4,41524.012,7493.26,6643.334,39.92872190000001,-75.2687203
2315,390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,PA - Pittsburgh,15136.0,25.6,15923.867999999999,5704.0960000000005,4821.868,40.472755,-80.09074199999999
2316,390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,PA - Pittsburgh,15317.0,15.666666666666666,13838.783333333333,4654.356666666667,3857.959999999999,40.2460974,-80.1901219
2317,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,PA - Allentown,18042.0,107.2,36926.218,5804.834000000001,4828.718,40.6870829,-75.2427201
2318,390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,PA - Pittsburgh,16201.0,28.2,9219.043999999998,4711.262000000001,3886.666,40.8087606,-79.5618734
2319,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,PA - Pittsburgh,15213.0,186.0,38331.198,7870.528,6589.1320000000005,40.4429556,-79.9608648
2320,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,PA - Pittsburgh,16001.0,63.6,13175.944,4434.465999999999,3616.814,40.8673467,-79.8804145
2321,390173,INDIANA REGIONAL MEDICAL CENTER,"835 HOSPITAL ROAD,  PO BOX 788",INDIANA,PA,PA - Pittsburgh,15701.0,52.0,10394.261999999999,4677.2300000000005,3803.328,40.608764,-79.1593649
2322,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,PA - Philadelphia,19107.0,188.6,38933.12000000001,8061.920000000001,6995.206,39.9498107,-75.1579312
2323,390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,PA - Erie,16125.0,48.2,14541.596,4717.498,3863.3700000000003,41.4118058,-80.37202839999999
2324,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL ST,WEST CHESTER,PA,PA - Philadelphia,19380.0,106.2,20914.58,4961.945999999999,4098.268,39.9713922,-75.60207659999999
2325,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,PA - Philadelphia,19013.0,162.2,92087.90599999999,6830.634,5899.966,39.8557631,-75.3681915
2326,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,PA - Allentown,18218.0,33.2,19584.61,5385.842,4451.299999999999,40.8212655,-75.9145494
2327,390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,PA - Pittsburgh,15425.0,14.5,10756.5875,4822.1,3985.8275,40.0230614,-79.586714
2328,390185,HAZLETON GENERAL HOSPITAL,700 EAST BROAD STREET,HAZLETON,PA,PA - Allentown,18201.0,54.6,19633.962,4743.674,3962.2539999999995,40.9491755,-75.9641194
2329,390189,SHAMOKIN AREA COMMUNITY HOSPITAL,4200 HOSPITAL ROAD,COAL TOWNSHIP,PA,PA - Danville,17866.0,45.0,8684.32,5077.736,4280.5160000000005,40.8057406,-76.5706067
2330,390192,TYLER MEMORIAL HOSPITAL,880 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,PA - Sayre,18657.0,29.75,14802.745,5174.4400000000005,4433.610000000001,41.52833,-75.96005
2331,390194,GNADEN HUETTEN MEMORIAL HOSPITAL,211 NORTH 12TH STREET,LEHIGHTON,PA,PA - Allentown,18235.0,35.8,10485.758000000002,4734.168,3887.786,40.8331785,-75.7261611
2332,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,PA - Philadelphia,19096.0,118.2,37455.412,6090.284000000001,5024.004,39.9880032,-75.2634923
2333,390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,PA - Allentown,18102.0,29.8,27974.829999999998,6097.59,5158.026000000001,40.6085179,-75.4680248
2334,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,PA - Erie,16509.0,28.2,12702.646,6343.858,5657.838,42.0776722,-80.0926455
2335,390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,PA - Pittsburgh,15767.0,32.2,7511.195999999999,4834.454,4066.9479999999994,40.961282,-78.999735
2336,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBUR,PA,PA - Allentown,18301.0,124.8,20763.77,6040.406,4985.974,40.9931408,-75.1753166
2337,390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,PA - Philadelphia,18901.0,112.6,24718.318,4973.654,4111.948,40.3056669,-75.14632920000001
2338,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,PA - Philadelphia,19152.0,72.2,34396.936,5295.454,4290.936,40.0588411,-75.0421637
2339,390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,OH - Youngstown,16146.0,58.4,11554.566,5247.462,4325.642000000001,41.2324604,-80.4957376
2340,390217,EXCELA HEALTH FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,PA - Pittsburgh,15666.0,21.0,11209.704,4422.336,3611.8480000000004,40.1455885,-79.5493678
2341,390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,PA - Pittsburgh,15650.0,35.2,11524.09,5239.188,4161.473999999999,40.3209957,-79.39458359999999
2342,390220,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,PA - Lancaster,19390.0,49.8,32666.879999999994,5093.447999999999,4172.456,39.8218556,-75.8870062
2343,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,PA - Philadelphia,19063.0,108.8,44858.752,5085.2300000000005,4072.3700000000003,39.911231,-75.430649
2344,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,PA - Philadelphia,19104.0,62.4,30204.72,6842.008,6006.606,39.9584267,-75.1994479
2345,390225,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,PA - Lancaster,17522.0,61.4,19495.896,4819.554,3648.006,40.1874241,-76.18254
2346,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,800 SPRUCE STREET,PHILADELPHIA,PA,PA - Philadelphia,19107.0,72.4,42371.248,6908.314,6053.522,39.9455289,-75.1555261
2347,390228,ST CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,PA - Pittsburgh,15243.0,69.6,13326.939999999999,4234.864,3317.4139999999998,40.3780993,-80.06660959999999
2348,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,PA - Philadelphia,19001.0,194.4,40650.81199999999,5701.368,4780.946,40.1193682,-75.1203606
2349,390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,PA,PA - York,17331.0,39.0,10229.901999999998,5452.738,4461.61,39.8085683,-76.9829377
2350,390236,"MEMORIAL HOSPITAL, INC  TOWANDA",91 HOSPITAL DRIVE,TOWANDA,PA,PA - Sayre,18848.0,22.8,11362.452000000001,5273.75,4463.872,41.784012,-76.44820299999999
2351,390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,PA - Scranton,18501.0,98.2,16449.904000000002,4799.451999999999,4024.278,41.4125905,-75.65362979999999
2352,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,PA - Harrisburg,17033.0,110.4,18708.809999999998,8023.832,6759.875999999999,40.2640375,-76.67667829999999
2353,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,PA - Philadelphia,19047.0,167.6,27095.476000000002,5036.478,4090.5199999999995,40.2002769,-74.9294681
2354,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,PA - Allentown,18017.0,107.8,28545.718,5585.6900000000005,4552.914,40.644903,-75.4086839
2355,390265,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY RD,PITTSBURGH,PA,PA - Pittsburgh,15236.0,101.4,9799.938,4332.408,3487.482,40.3184396,-79.9334877
2356,390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,PA - Pittsburgh,16127.0,19.0,12663.034,4904.806,4036.0879999999997,41.1696852,-80.0827882
2357,390267,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,2570 HAYMAKER RD,MONROEVILLE,PA,PA - Pittsburgh,15146.0,79.2,13848.832,4715.852,3850.934,40.4289288,-79.7481081
2358,390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,PA - Danville,16803.0,72.4,18034.65,4330.13,3505.9479999999994,40.8190073,-77.8434482
2359,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,PA - Wilkes-Barre,18711.0,90.4,23175.486,5566.836,4655.136,41.2585466,-75.8104263
2360,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,PA - Philadelphia,19102.0,61.8,79788.4,8435.145999999999,7451.442,39.9571806,-75.1628984
2361,390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILA,PA,PA - Philadelphia,19128.0,38.2,20934.02,5991.554000000001,5143.728,40.0289682,-75.2101043
2362,390313,SAINT CATHERINE MEDICAL CENTER FOUNTAIN SPRINGS,101 BROAD STREET,ASHLAND,PA,PA - Reading,17921.0,28.0,13397.107999999998,4559.936,3842.772,40.769989,-76.3296979
2363,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,RI - Providence,2860.0,62.0,16392.454,7936.145999999999,6886.3,41.8700113,-71.3764068
2364,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,RI - Providence,2908.0,48.8,11169.890000000001,7160.924000000001,6294.796,41.8351848,-71.4355921
2365,410005,ST JOSEPH HEALTH SERVICES OF RI,200 HIGH SERVICE AVENUE,NORTH PROVIDENC,RI,RI - Providence,2904.0,61.6,15855.432,5542.002,4629.710000000001,41.85555799999999,-71.459817
2366,410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,RI - Providence,2840.0,34.6,12158.56,5100.186,4361.574,41.4969705,-71.3047644
